,date,account_value
168,2022-06-02,985293.5863525126
169,2022-06-03,973194.1822011912
170,2022-06-06,977518.8436516154
171,2022-06-07,987317.5346671145
172,2022-06-08,977466.7378848422
173,2022-06-09,956925.1986776049
174,2022-06-10,929968.4275119327
175,2022-06-13,905078.2446838344
176,2022-06-14,901180.7055537837
177,2022-06-15,912628.3629468806
178,2022-06-16,892761.6073099482
179,2022-06-17,889695.7600205996
180,2022-06-21,913280.6861188625
181,2022-06-22,913051.9674058727
182,2022-06-23,915531.9849300234
183,2022-06-24,937017.8109656146
184,2022-06-27,939106.9469604953
185,2022-06-28,930769.5324374469
186,2022-06-29,932579.4905347064
187,2022-06-30,925175.4548594706
188,2022-07-01,932289.5355092776
189,2022-07-05,922553.7205203212
190,2022-07-06,926254.1807135737
191,2022-07-07,936200.671004574
192,2022-07-08,935475.1133479617
193,2022-07-11,929409.0544743693
194,2022-07-12,930257.6323770182
195,2022-07-13,919632.4227705157
196,2022-07-14,914887.7442352298
197,2022-07-15,940884.6183893512
198,2022-07-18,933877.3391734546
199,2022-07-19,961694.6838281252
200,2022-07-20,958406.5000496295
201,2022-07-21,965693.0988333971
202,2022-07-22,960232.0145528109
203,2022-07-25,965073.8555833667
204,2022-07-26,962579.7299460528
205,2022-07-27,972998.8719163821
206,2022-07-28,984826.0002799457
207,2022-07-29,995549.9107565997
208,2022-08-01,992721.7351078265
209,2022-08-02,978824.742644646
210,2022-08-03,990598.1987283061
211,2022-08-04,986312.3704728854
212,2022-08-05,988681.2063447154
213,2022-08-08,991057.7670396616
214,2022-08-09,992456.1856591456
215,2022-08-10,1007683.7640097926
216,2022-08-11,1009336.2126723177
217,2022-08-12,1023170.231772423
218,2022-08-15,1026192.3269742281
219,2022-08-16,1030496.2459160731
220,2022-08-17,1025859.9900824245
221,2022-08-18,1027166.3116776469
222,2022-08-19,1020357.4894454272
223,2022-08-22,1003544.7634125522
224,2022-08-23,999419.3850164874
225,2022-08-24,1000647.1879753802
226,2022-08-25,1014312.9647015613
227,2022-08-26,983087.406213528
228,2022-08-29,978394.8481692164
229,2022-08-30,967716.3359170115
230,2022-08-31,961275.5857026008
231,2022-09-01,964788.0869282745
232,2022-09-02,952250.5213968413
233,2022-09-06,946798.7866765369
234,2022-09-07,958298.0766288874
235,2022-09-08,964571.5963277534
236,2022-09-09,975332.0079439013
237,2022-09-12,985906.5600921424
238,2022-09-13,947631.0511866821
239,2022-09-14,944812.1741596817
240,2022-09-15,947593.2442348349
241,2022-09-16,941667.0066376937
242,2022-09-19,947992.10998856
243,2022-09-20,940728.6452033428
244,2022-09-21,924224.8736257289
245,2022-09-22,920431.0947676928
246,2022-09-23,903524.5161384967
247,2022-09-26,892833.3018907073
248,2022-09-27,890534.4196709025
249,2022-09-28,906710.6344328063
250,2022-09-29,890658.4613644278
251,2022-09-30,877432.5246627296
252,2022-10-03,900145.2887195246
253,2022-10-04,926759.2124414237
254,2022-10-05,923729.494286364
255,2022-10-06,911802.031781771
256,2022-10-07,893250.3246730902
257,2022-10-10,892945.9897448276
258,2022-10-11,892620.8864334034
259,2022-10-12,891544.5406681292
260,2022-10-13,915533.2861418765
261,2022-10-14,905368.8729324267
262,2022-10-17,921764.7760759433
263,2022-10-18,930977.9822945483
264,2022-10-19,928040.9622505115
265,2022-10-20,924881.5558911898
266,2022-10-21,952450.7416225036
267,2022-10-24,965345.6689523451
268,2022-10-25,973627.0224432567
269,2022-10-26,975199.90232877
270,2022-10-27,985852.473692694
271,2022-10-28,1013279.1604635108
272,2022-10-31,1011887.3920650199
273,2022-11-01,1008882.4417146553
274,2022-11-02,999859.6999980567
275,2022-11-03,1002870.0159525188
276,2022-11-04,1015105.0988801463
277,2022-11-07,1025301.9919153255
278,2022-11-08,1035087.6572688945
279,2022-11-09,1019473.5101025966
280,2022-11-10,1050713.1878602412
281,2022-11-11,1045474.5400658916
282,2022-11-14,1038842.8161380047
283,2022-11-15,1037509.4584536174
284,2022-11-16,1037238.0987832225
285,2022-11-17,1039610.3999710429
286,2022-11-18,1048923.1975674022
287,2022-11-21,1044969.2780185894
288,2022-11-22,1056453.7308791087
289,2022-11-23,1061307.0140034067
290,2022-11-25,1066867.3448931812
291,2022-11-28,1050701.2980781577
292,2022-11-29,1051846.1045517237
293,2022-11-30,1072687.8457887329
294,2022-12-01,1064451.842506327
295,2022-12-02,1066636.5412057822
296,2022-12-05,1055077.2368121436
297,2022-12-06,1043269.4100259974
298,2022-12-07,1043527.5296058658
299,2022-12-08,1048248.9632059444
300,2022-12-09,1039664.7104356464
301,2022-12-12,1055373.1802251763
302,2022-12-13,1058107.4913384556
303,2022-12-14,1052156.5415726588
304,2022-12-15,1027541.1398339351
305,2022-12-16,1021818.7496471236
306,2022-12-19,1018976.3928921875
307,2022-12-20,1021060.5502684691
308,2022-12-21,1040630.5031484854
309,2022-12-22,1029101.5939220146
310,2022-12-23,1033552.1043692192
311,2022-12-27,1034191.5905375198
312,2022-12-28,1023602.5119940665
313,2022-12-29,1031669.0565993674
314,2022-12-30,1031144.8151064323
315,2023-01-03,1029777.479323643
316,2023-01-04,1030455.760237471
317,2023-01-05,1017943.2925015853
318,2023-01-06,1037822.0435400718
319,2023-01-09,1034580.7419450744
320,2023-01-10,1038552.2240630324
321,2023-01-11,1048403.856398432
322,2023-01-12,1058647.7383389839
323,2023-01-13,1061235.5715717776
324,2023-01-17,1040185.6904936908
325,2023-01-18,1022546.9121007618
326,2023-01-19,1018653.0151453518
327,2023-01-20,1021696.4583320316
328,2023-01-23,1031834.1378074592
329,2023-01-24,1036310.6370207313
330,2023-01-25,1037183.141582476
331,2023-01-26,1042681.9212622321
332,2023-01-27,1038975.2691999839
333,2023-01-30,1033374.3080942519
334,2023-01-31,1044828.9409480594
335,2023-02-01,1043906.71723539
336,2023-02-02,1035121.5214955104
337,2023-02-03,1032469.2627225192
338,2023-02-06,1034157.9893567661
339,2023-02-07,1040890.9104468902
340,2023-02-08,1038042.8686888583
341,2023-02-09,1029098.303703112
342,2023-02-10,1037958.689857962
343,2023-02-13,1047186.3703811668
344,2023-02-14,1041663.3303946136
345,2023-02-15,1045177.0126722587
346,2023-02-16,1033368.5548092254
347,2023-02-17,1041339.8927574104
348,2023-02-21,1018768.7814920066
349,2023-02-22,1014439.840445
350,2023-02-23,1017973.623037846
351,2023-02-24,1006393.6395814861
352,2023-02-27,1009823.0512009433
