,a2c,ddpg,td3,ppo,sac,mean var,dji
2021-11-19,1011899.2962173044,1001212.4873305702,1045904.076500023,999124.528698612,1034811.1291994058,,1037158.4922072919
2021-11-22,1014368.173117119,998829.4307368584,1051047.8288346177,998988.7551548118,1029910.0958322488,,1037661.58896642
2021-11-23,1024492.1226433603,1006221.5662043877,1052887.6677208787,999355.3477249794,1037499.5375017129,,1043329.2510538177
2021-11-24,1022110.1197076761,1004313.2677729912,1049966.0090027696,998529.5442131271,1041696.8743432962,,1043054.7725686292
2021-11-26,991154.7607893603,977499.6608241387,1026316.791584099,993854.2553357009,1007513.1974901162,,1016689.1339976199
2021-11-29,993816.4506029894,974426.2027858086,1037193.4665700723,995094.6960649606,1016842.6222223245,,1023581.821330893
2021-11-30,977922.492262211,956637.4604075737,1018679.0470286943,991578.0906003303,997883.7249444925,,1004581.241648719
2021-12-01,969545.388970196,944327.2473948784,985143.9949733354,984710.0533984908,991241.7968706094,,991131.5682803923
2021-12-02,987981.4443721583,964344.7492487221,1008312.8337337114,988799.0785576055,1012268.5960000955,,1009127.8889941637
2021-12-03,987195.0849492266,963507.4394418984,1003446.8409740068,987979.3825936049,1014817.1845888101,,1007388.3872841356
2021-12-06,1007963.8351091272,986176.5374262123,1019262.411812935,990475.7255383566,1039057.1225618325,,1026235.4547455304
2021-12-07,1022512.9065164339,994379.3895075112,1037717.2160159685,993774.7785221862,1051603.7744020426,,1040580.0281169752
2021-12-08,1025357.7728338854,999166.7913934975,1038219.4693957902,994353.6161295014,1056536.6179155314,,1041608.9810452805
2021-12-09,1025878.2171197779,998273.2200433998,1036108.1964732744,993742.720866829,1057401.5486940348,,1041607.2740895269
2021-12-10,1028784.5832135507,995069.9956857949,1039871.1967517473,993930.9681011392,1059679.8842615092,,1047908.4443556322
2021-12-13,1019453.4086802409,988824.9190180092,1027977.5872394182,992707.1210889855,1050201.0097383463,,1038585.0520291493
2021-12-14,1021838.2158451959,994281.2495844155,1020416.3726359941,991391.6706140708,1050574.627105137,,1035474.6372548327
2021-12-15,1034635.304375889,1000947.9426462441,1030410.0911380388,993192.542410286,1061848.4510301554,,1046639.4934483625
2021-12-16,1037522.8444631541,1005563.7341348915,1022886.6028682329,992344.4878600998,1061481.522128483,,1045771.6771432024
2021-12-17,1018879.7722384532,989841.3353159218,1005058.9735423662,989456.8982728692,1045852.5097497903,,1030267.6256268226
2021-12-20,1002137.2582225649,978282.2459031029,991271.1994678117,986457.5162241899,1034141.2820924722,,1017645.256813769
2021-12-21,1017436.7770020525,993168.7105713768,1009108.7006160356,990416.5311541291,1050296.2692522013,,1033974.9059296683
2021-12-22,1025657.5176583292,997951.4367218895,1016182.9036914445,991826.7571956293,1061764.8789018595,,1041583.9456942269
2021-12-23,1033092.7369659616,1003599.2010651513,1021542.6867457964,992781.195489521,1068988.5031923258,,1047313.2857828566
2021-12-27,1040501.0490359995,1009743.9159394188,1033798.4931499101,995336.2463236846,1075329.2399324381,,1057562.5309101238
2021-12-28,1044168.2797568666,1015357.4457016869,1034510.0140048601,995464.2285596732,1081696.8664163554,,1060354.3139437574
2021-12-29,1044935.6919115221,1015609.7795639916,1034506.3128406145,995132.1680586358,1084509.364920994,,1062988.374265753
2021-12-30,1042607.7463453333,1014338.8594284935,1034185.5122729875,995063.602732792,1083096.5298189127,,1060350.4448440492
2021-12-31,1039508.2950739176,1009616.3227768822,1032854.2514735796,994151.0722023584,1081254.2608980143,,1058609.0085841666
2022-01-03,1051205.0662654,1021002.0016404076,1045039.2810947038,997938.3451495592,1089665.8177484476,,1065797.568248074
2022-01-04,1061789.844215706,1033227.4114533348,1049422.6764155962,998881.4875633316,1098329.9094461405,,1072049.0092032226
2022-01-05,1058190.3532804605,1033350.2400360985,1026049.7322665788,992888.9221312522,1095709.872809788,,1060613.543624213
2022-01-06,1048637.8126846391,1032179.2042008324,1025721.5462962724,992149.0581078529,1083912.513208851,,1055642.4332813583
2022-01-07,1053238.5478796046,1045877.6709443016,1025150.6947337724,993532.8501655656,1080668.932665333,,1055502.3491125081
2022-01-10,1051303.8311358644,1038329.8333316613,1024049.5037891008,993467.6909850885,1076157.0175296671,,1050759.9708406439
2022-01-11,1058966.3692914317,1043786.8630394173,1033753.6125499345,995710.5371486932,1080314.2067241746,,1056095.4593383793
2022-01-12,1057119.775196129,1039620.5065756798,1030524.8027354814,994778.0663236467,1084089.3532009202,,1057211.239416021
2022-01-13,1057820.6230371133,1045454.4853427926,1021010.6669780351,992946.4730297739,1082812.1806545334,,1052063.629848238
2022-01-14,1052671.0571113855,1045279.2375455628,1013228.7999583818,992194.6729471897,1075667.9450321274,,1046184.4190444371
2022-01-18,1033315.1961937601,1037062.5310393067,990943.9974719621,985240.1149337506,1064636.4580453187,,1030355.8183407617
2022-01-19,1018850.5960281565,1022378.1014501038,979338.5884181596,983128.2989205592,1052331.4837190516,,1020456.1577518436
2022-01-20,1012583.5565998232,1015631.9324984322,967452.5245563127,981021.719465668,1043011.9447481042,,1011330.3171045842
2022-01-21,1000183.0480031092,1001322.1312702294,949450.879555855,976719.593949967,1030149.3322488671,,998220.3279312357
2022-01-24,1000248.5430474664,998878.2650454178,956803.2673236467,976785.2592439238,1031921.1455270654,,1001108.155675275
2022-01-25,1001686.6449612047,1009482.3850451355,950238.9994823076,976963.1098605697,1042744.0369302636,,999163.022695456
2022-01-26,996724.6243158762,997853.6414676514,943091.9209415056,973649.9597750251,1038197.8235322839,,995386.3261919615
2022-01-27,992939.7222767565,998414.1012547303,944981.1656543352,973455.0536003349,1034514.2699472314,,995173.4119109552
2022-01-28,1000068.9129269182,1000626.8498738098,962060.3863994218,980333.7754480749,1042753.6960527307,,1011623.9134942136
2022-01-31,1016152.525679928,1016724.6057637024,981789.9467975236,987852.4500937163,1056603.8196679957,,1023462.903413388
2022-02-01,1025462.9842992671,1027731.0567295838,992267.04765049,991453.2452146651,1063477.9003564722,,1031426.9899747075
2022-02-02,1033585.8952696917,1033149.8045857239,987956.9534389116,990075.7943456693,1074207.0913164027,,1037955.1853560493
2022-02-03,1022087.4655868761,1024669.8920567322,966837.4146091081,983790.7953831641,1073737.0332071192,,1022859.8928441457
2022-02-04,1020653.8383627054,1023097.9203999329,975688.7063647844,986444.2545333487,1068156.4749795801,,1022235.829820608
2022-02-07,1023677.782801903,1027611.5246250916,975588.3248073198,985976.1097282262,1072516.4410783655,,1022276.3415704949
2022-02-08,1035143.1372488139,1030431.1608326721,979201.5842868425,987612.4363495527,1086134.1636506922,,1033103.3343218503
2022-02-09,1044370.0188771707,1035422.1119892884,992268.4678203203,990807.205748532,1095617.798973263,,1041996.6875954616
2022-02-10,1031368.2218003885,1030046.4570362854,982534.3100902177,987104.1856228261,1084766.4901086695,,1026659.5763517894
2022-02-11,1014779.9660647318,1017209.6904652405,965502.4709979631,979502.1225650295,1067374.851745785,,1011990.6813871495
2022-02-14,1008822.9573271791,1007133.3372242737,961007.7646075822,977376.3853579222,1062016.0075380213,,1006983.2697852672
2022-02-15,1023146.0450585444,1021954.670827179,976007.7361499406,984680.3178088423,1078149.2657777674,,1019296.4520128081
2022-02-16,1021834.7071033252,1021081.5546162415,971485.1063014604,983062.5837143904,1080043.6335565455,,1017706.7072209007
2022-02-17,1000239.9754633143,1004362.3926976013,948974.2606593706,974798.66169262,1062154.4617349512,,999579.633696399
2022-02-18,990794.7513907435,994074.4954731751,940503.5066501237,971452.5491044661,1052922.778686703,,992796.1915313601
2022-02-22,979900.395216225,977433.2104008484,922405.8689052202,966402.6990796934,1029064.7288438684,,978737.931538329
2022-02-23,968305.2733879588,972209.5427677918,910415.2886859514,961332.3701835105,1016926.3114892846,,965195.9687622546
2022-02-24,966343.1791956484,963629.3716557312,925241.2810031511,964305.1121215065,1012632.7536012536,,967878.051439453
2022-02-25,996456.0172101366,997961.9366810608,943219.7081767656,974412.7807116631,1043360.888992489,,992201.0329585845
2022-02-28,993331.6929002611,996875.5254490662,941382.1811420061,973541.3786798903,1042496.4088251,,987360.7892235103
2022-03-01,970934.6719558985,978775.2352726746,934642.3089839555,964103.1263313644,1019907.4796068078,,969949.9543332437
2022-03-02,991749.0129978869,995454.7822315979,953071.9283534624,968728.4411532598,1039150.4326097375,,987324.3741674323
2022-03-03,990373.3020785487,990936.0478642273,948336.4304553606,965387.1290252043,1036457.7238542443,,984507.5557827451
2022-03-04,988497.5942206576,984322.1106465149,943522.444840584,961933.0321887557,1033546.5533372766,,979267.8844013149
2022-03-07,965700.0990204508,971163.6178715515,927166.0051700212,950949.4177047433,1007954.2435342675,,956037.3545645248
2022-03-08,964096.8257447702,971811.3284657288,927385.4078914262,946809.3056965722,1000859.4219896203,,950655.55066734
2022-03-09,984646.3504402697,983565.5638859558,945463.3557864763,958946.6178417176,1020319.4510805017,,969696.5283023505
2022-03-10,983516.7411337397,984087.3878071595,943143.4215823747,955646.5813547027,1022838.9479715234,,966428.5046134462
