,date,account_value
183,2022-06-24,944802.3161014026
184,2022-06-27,946714.9489444202
185,2022-06-28,935816.8549121326
186,2022-06-29,935075.423897118
187,2022-06-30,927186.9885867542
188,2022-07-01,935666.0379680103
189,2022-07-05,927406.3422702259
190,2022-07-06,932842.9025195545
191,2022-07-07,942187.961761803
192,2022-07-08,942754.097195
193,2022-07-11,938676.0622256702
194,2022-07-12,931720.0349048084
195,2022-07-13,919485.2278636402
196,2022-07-14,916293.597736687
197,2022-07-15,944342.1999705738
198,2022-07-18,933870.277664513
199,2022-07-19,954949.0081790393
200,2022-07-20,952859.8752635425
201,2022-07-21,957471.6142962879
202,2022-07-22,954777.8306315845
203,2022-07-25,958828.2018779224
204,2022-07-26,955675.2044375843
205,2022-07-27,968936.4328349537
206,2022-07-28,977866.7157748645
207,2022-07-29,991318.6832812732
208,2022-08-01,984845.7880862659
209,2022-08-02,978051.3741382068
210,2022-08-03,990052.2624324268
211,2022-08-04,986330.1562541431
212,2022-08-05,989761.5353854602
213,2022-08-08,990724.6358836597
214,2022-08-09,988837.5103572315
215,2022-08-10,1001908.500648827
216,2022-08-11,1002732.2642711109
217,2022-08-12,1018766.5164569324
218,2022-08-15,1020148.5299495166
219,2022-08-16,1021720.484493584
220,2022-08-17,1019200.3482211536
221,2022-08-18,1021168.4595797962
222,2022-08-19,1014396.3307155079
223,2022-08-22,996830.7811320728
224,2022-08-23,992404.1423228687
225,2022-08-24,995609.145607323
226,2022-08-25,1003318.455688805
227,2022-08-26,971099.9133571094
228,2022-08-29,964013.1980937427
229,2022-08-30,953955.7352107471
230,2022-08-31,943718.635666222
231,2022-09-01,946597.0973361438
232,2022-09-02,935932.3722690052
233,2022-09-06,930298.0588420337
234,2022-09-07,940590.0849765247
235,2022-09-08,946355.197258324
236,2022-09-09,959532.2998622364
237,2022-09-12,973685.4081424183
238,2022-09-13,938828.928799004
239,2022-09-14,937718.3658412403
240,2022-09-15,935445.2248347705
241,2022-09-16,930007.4631961292
242,2022-09-19,936455.8941806263
243,2022-09-20,930934.7741664356
244,2022-09-21,913716.5558360523
245,2022-09-22,914338.0200580066
246,2022-09-23,898509.5272296375
247,2022-09-26,889124.1001933521
248,2022-09-27,889240.1573108142
249,2022-09-28,900918.543869347
250,2022-09-29,885751.6580241626
251,2022-09-30,872509.5313151783
252,2022-10-03,897802.1040843433
253,2022-10-04,922279.6476481861
254,2022-10-05,923062.7608111805
255,2022-10-06,911068.8712428516
256,2022-10-07,888853.864181847
257,2022-10-10,882306.9727939075
258,2022-10-11,879975.05788073
259,2022-10-12,879810.7834933704
260,2022-10-13,906972.6499846881
261,2022-10-14,896792.2219489521
262,2022-10-17,915257.5892222828
263,2022-10-18,927081.5957644886
264,2022-10-19,924333.7006381458
265,2022-10-20,926786.3192828601
266,2022-10-21,946915.0949443287
267,2022-10-24,959160.2378695911
268,2022-10-25,968870.8471702045
269,2022-10-26,971234.9456351703
270,2022-10-27,972261.3524402088
271,2022-10-28,998770.0906909412
272,2022-10-31,996978.8009494251
273,2022-11-01,989758.5422137683
274,2022-11-02,971851.7856639331
275,2022-11-03,966550.8654139942
276,2022-11-04,970966.0985454029
277,2022-11-07,981846.7509158558
278,2022-11-08,991956.3669398731
279,2022-11-09,971312.6246264881
280,2022-11-10,1005291.9805568164
281,2022-11-11,999105.7160609668
282,2022-11-14,994454.2236598438
283,2022-11-15,992882.3629306263
284,2022-11-16,988728.6964343494
285,2022-11-17,990429.5663226551
286,2022-11-18,1000090.5440028614
287,2022-11-21,991112.6085780567
288,2022-11-22,1005745.4412883228
289,2022-11-23,1010099.9562610096
290,2022-11-25,1014110.3003734058
291,2022-11-28,998805.2740443653
292,2022-11-29,999833.1489299244
293,2022-11-30,1025827.8680308765
294,2022-12-01,1011024.2874225086
295,2022-12-02,1009556.3167689746
296,2022-12-05,994122.3164447254
297,2022-12-06,988917.4721263355
298,2022-12-07,989896.764988274
299,2022-12-08,994510.8063777393
300,2022-12-09,984557.6806949085
301,2022-12-12,997655.3409236377
302,2022-12-13,999612.803181023
303,2022-12-14,994732.2399981922
304,2022-12-15,969530.0482295459
305,2022-12-16,960209.473732323
306,2022-12-19,959168.2110751575
307,2022-12-20,960839.2234080738
308,2022-12-21,974671.741096825
309,2022-12-22,966040.321224541
310,2022-12-23,973082.8274043506
311,2022-12-27,975635.2042582935
312,2022-12-28,963927.2971461719
313,2022-12-29,974674.517231316
314,2022-12-30,975729.5588344043
315,2023-01-03,967751.9991191333
316,2023-01-04,966042.5196994251
317,2023-01-05,952227.0286754078
318,2023-01-06,968523.6408847278
319,2023-01-09,969029.3912890857
320,2023-01-10,971194.5212672657
321,2023-01-11,977178.7187884754
322,2023-01-12,984714.4187816089
323,2023-01-13,985644.3409312671
324,2023-01-17,977370.7037127918
325,2023-01-18,954980.1985972828
326,2023-01-19,954344.6363986438
327,2023-01-20,965333.9810985035
328,2023-01-23,973965.5918124622
329,2023-01-24,976015.4503291553
330,2023-01-25,975700.2943538135
331,2023-01-26,983488.6723941272
332,2023-01-27,983860.8933108753
333,2023-01-30,977890.4493487781
334,2023-01-31,991909.8200953907
335,2023-02-01,990986.9248012012
336,2023-02-02,981744.2020953601
337,2023-02-03,982642.2224238819
338,2023-02-06,981007.7827876514
339,2023-02-07,990085.060085625
340,2023-02-08,986121.781822533
341,2023-02-09,983697.0804713672
342,2023-02-10,989758.1059916919
343,2023-02-13,999660.5156138843
344,2023-02-14,995104.2532466358
345,2023-02-15,995641.1673015064
346,2023-02-16,983936.7550700611
347,2023-02-17,989070.9703105396
348,2023-02-21,969836.1348765796
349,2023-02-22,968204.5066417163
350,2023-02-23,972514.9517978138
351,2023-02-24,964102.0658725208
352,2023-02-27,965082.6395915454
