,a2c,ddpg,td3,ppo,sac,mean var,dji
2022-10-04,922279.6476481861,889834.7176105197,922155.5300259555,972796.8734579638,981711.3984886057,,883176.403407812
2022-10-05,923062.7608111805,888875.655358475,920303.1387124027,975963.4675129756,977954.0916534312,,881939.7139642864
2022-10-06,911068.8712428516,881645.0601512607,909753.6107335056,962064.8035760268,968132.1045432932,,871832.9427439246
2022-10-07,888853.864181847,861308.5874721225,887704.4494824375,938468.1417983321,956666.5969024546,,853475.3732941538
2022-10-10,882306.9727939075,856817.2736140903,888756.0930275882,932222.2748185309,963507.9365325816,,850739.6353077653
2022-10-11,879975.05788073,856145.6690417941,884349.9834332431,934350.3725773963,974089.5453391917,,851797.3788897824
2022-10-12,879810.7834933704,854262.9848910983,882015.9538769687,932845.031322626,973276.6546188243,,850971.7812902628
2022-10-13,906972.6499846881,880693.6706287082,909751.5284028018,956695.5284127826,999193.6213184245,,875089.359133704
2022-10-14,896792.2219489521,865913.4161006626,894217.4285054172,950128.730163904,984559.9063640482,,863323.1993266856
2022-10-17,915257.5892222828,883876.8055888828,917648.3641266788,966767.062991495,999399.0739036448,,879374.6715532638
2022-10-18,927081.5957644886,894420.411042374,932143.0164742435,974906.7888713664,1009598.8065353282,,889220.7337315168
2022-10-19,924333.7006381458,893152.9100696262,926503.5542492832,972368.6106920298,1003024.3888183482,,886307.8137378986
2022-10-20,926786.3192828601,892861.1059085544,926670.9445385898,972790.7528565616,1000338.6020751841,,883679.5001669403
2022-10-21,946915.0949443287,911245.9932109531,949936.6410202945,996628.8738948649,1033389.8008018382,,905498.54829103
2022-10-24,959160.2378695911,923158.8379604038,961923.4257569278,1011815.8537040061,1051610.7912231332,,917648.3179544206
2022-10-25,968870.8471702045,936463.4987270053,975987.5741639102,1017670.1322621821,1059800.8254772073,,927469.34478162
2022-10-26,971234.9456351703,920056.7409145053,972130.1409707034,1022146.4818964556,1075112.1796947366,,927538.3626925929
2022-10-27,972261.3524402088,929266.6122295078,967046.6691670383,1027837.9756275195,1091988.409761036,,933194.9295675916
2022-10-28,998770.0906909412,955789.7262584384,1001998.8706746066,1055572.1304486254,1119727.4071060068,,957331.4546198986
2022-10-31,996978.8009494251,949833.1768733676,995495.6572155918,1055701.7654078922,1113463.3467422372,,953577.7451205532
2022-11-01,989758.5422137683,948793.1555797275,986999.6073536838,1047817.7578361606,1116247.9496398813,,951254.4645427738
2022-11-02,971851.7856639331,935706.6381160434,963534.4425492252,1032757.5486541614,1103558.8497520334,,936529.9797190897
2022-11-03,966550.8654139942,937376.9616138156,945838.4860844577,1030260.3633196753,1098000.1677223092,,932261.8506541168
2022-11-04,970966.0985454029,953743.2829639133,951713.7576603855,1033061.6011869487,1118459.1339469797,,943972.0792109404
2022-11-07,981846.7509158558,969112.717015427,960983.7211384738,1045359.6323514975,1133789.2304626352,,956317.6366992756
2022-11-08,991956.3669398731,976967.3816768344,968442.270897385,1056275.7092799833,1154460.374593342,,966042.7326131193
2022-11-09,971312.6246264881,962632.2694522556,946146.6454739536,1036259.6336966552,1139167.8125549203,,947197.5428030535
2022-11-10,1005291.9805568164,1002402.1378871616,994798.797623154,1063887.7667272948,1171265.4392829782,,982197.7032568944
2022-11-11,999105.7160609668,1006833.7864276584,996057.8622518466,1049038.3663191642,1170783.1552482492,,983144.153323773
2022-11-14,994454.2236598438,997304.5502597507,994220.6928144381,1042238.0832202242,1171109.8963142282,,976992.6261787383
2022-11-15,992882.3629306263,1002211.3644076999,1003099.5663267062,1038416.5762139224,1173333.4735427743,,978630.5071228988
2022-11-16,988728.6964343494,1001667.2301761325,997230.9799199984,1042576.0043267345,1173036.2959991342,,977491.6262440578
2022-11-17,990429.5663226551,1002634.4007312473,1000744.9055944369,1046136.7888161448,1177713.1302657968,,977272.908313489
2022-11-18,1000090.5440028614,1006692.7487537082,1007915.2433134005,1058508.5516679592,1182878.6088310129,,983080.9959608875
2022-11-21,991112.6085780567,1008103.8527652438,1003275.2915235446,1050214.724081869,1183582.3640647775,,981758.1052518021
2022-11-22,1005745.4412883228,1020126.7607928928,1016573.6461149142,1063384.3565633753,1195835.9066520578,,993347.4244427414
2022-11-23,1010099.9562610096,1020760.7334949191,1021764.1650014804,1069056.8014915674,1194358.4311920053,,996142.848981983
2022-11-25,1014110.3003734058,1026053.9634753879,1018315.139225571,1076926.0637246836,1195611.9170432931,,1000599.2552665843
2022-11-28,998805.2740443653,1005919.9150821384,1004975.8188405917,1062965.8935820293,1184750.3090110666,,986104.0146006166
2022-11-29,999833.1489299244,1009238.6909496005,1001784.3536840365,1059456.9982114926,1186257.312810505,,986193.4590821085
2022-11-30,1025827.8680308765,1033143.4847499545,1028163.0230604098,1087926.3792260226,1203687.127805317,,1007670.7177657906
2022-12-01,1011024.2874225086,1030814.6168109592,1020398.9212385104,1075792.074913374,1201246.8034301645,,1001997.0244347303
2022-12-02,1009556.3167689746,1035426.0222903903,1017865.7007261203,1077308.1545642298,1199237.3063560373,,1003012.7769052073
2022-12-05,994122.3164447254,1022822.9770862277,1003138.6646505282,1063886.6979163263,1185888.621163929,,988948.4856685133
2022-12-06,988917.4721263355,1009132.3817302402,989449.7119718478,1061112.931449852,1168855.2570625192,,978730.0795418622
2022-12-07,989896.764988274,1007730.5683337863,985533.6270032809,1062043.3342147712,1169799.9360938913,,978776.1673472109
2022-12-08,994510.8063777393,1016459.6331493076,991460.3557706759,1069434.8911636428,1173063.2277961618,,984123.604535222
2022-12-09,984557.6806949085,1007235.4866878208,984358.6510663913,1058535.9304706955,1158076.537042225,,975237.7618669271
2022-12-12,997655.3409236377,1028183.9340755161,998316.875641434,1073964.1356206168,1170692.6412101632,,990636.3235177308
2022-12-13,999612.803181023,1035553.0854694064,1004722.7852102206,1070846.9442327747,1174982.6247459298,,993654.4488842995
2022-12-14,994732.2399981922,1034137.7165691074,998537.9750524447,1068794.1543270664,1167881.5554214364,,989509.2775321152
2022-12-15,969530.0482295459,1011312.5628253635,968285.2172933505,1043762.3340323905,1140727.9623084909,,967248.5261575038
2022-12-16,960209.473732323,999965.8702975925,957486.3947873996,1035227.5097296637,1137787.8611541635,,959040.3449234111
2022-12-19,959168.2110751575,995118.9713145908,952311.2008062289,1031394.4922640743,1132650.1175399667,,954294.0975518386
2022-12-20,960839.2234080738,1002247.2097179111,955542.1732946322,1033099.6569488047,1136776.2473655588,,956980.0493287453
2022-12-21,974671.741096825,1016346.7113353427,969419.7434659884,1049148.1128163203,1153312.55487212,,972325.1263659345
2022-12-22,966040.321224541,999688.7495814975,957630.8711515353,1041669.5977150935,1141713.2037177926,,962158.2703030438
2022-12-23,973082.8274043506,1008022.4969073947,960734.5048604892,1048424.3555309848,1144304.8914314157,,967298.3692655106
2022-12-27,975635.2042582935,1009800.8168231662,958132.3615003512,1050489.7830068225,1145117.3157020456,,968394.57625051
2022-12-28,963927.2971461719,999106.8275920566,943174.3327527926,1039397.8278349246,1132686.8495612985,,957736.685915817
2022-12-29,974674.517231316,1009907.0638934787,957129.3167730258,1048757.4762254772,1140190.8964591867,,967789.858725514
2022-12-30,975729.5588344043,1007867.9276172336,958377.1261411593,1045964.9514212855,1138991.7165809518,,965647.1740664716
2023-01-03,967751.9991191333,1009115.3501331027,952024.1328283236,1040354.4149182948,1138556.083097065,,965330.2492815424
2023-01-04,966042.5196994251,1009387.4245807346,961819.0967794345,1034141.9530085581,1149374.7844940072,,969216.4185473715
2023-01-05,952227.0286754078,1000257.84846608,954506.4382310794,1015770.5864324168,1148206.2837196237,,959320.5132611117
2023-01-06,968523.6408847278,1021358.0263797458,978064.2852254794,1034996.3828463419,1177135.777413929,,979728.4210636519
2023-01-09,969029.3912890857,1016788.4445201572,973502.6803441928,1034484.9714195422,1166740.1052337533,,976437.6379646987
2023-01-10,971194.5212672657,1020896.7322322543,978362.3360486911,1036859.1182534503,1179457.6552558786,,981869.3987669407
2023-01-11,977178.7187884754,1030276.7182895358,986618.4345785067,1045315.7396306628,1185949.1577773935,,989703.3015027811
2023-01-12,984714.4187816089,1037951.6925594028,991272.5221563266,1051129.2276567058,1193011.2986503488,,996023.7034703776
2023-01-13,985644.3409312671,1042231.5554858859,998837.317387192,1051192.7488510723,1201097.5604530221,,999305.1552112107
2023-01-17,977370.7037127918,1040032.0502826389,992673.737423508,1041190.8387122592,1178824.7203613168,,987892.4490422499
2023-01-18,954980.1985972828,1017215.0118076022,974732.616039841,1018010.6910022696,1161759.8715492135,,970008.5598141194
2023-01-19,954344.6363986438,1003724.5139934238,971177.1609693454,1015268.9486870784,1155300.2667632943,,962655.5634126097
2023-01-20,965333.9810985035,1017033.3778468784,984282.5424390719,1026256.5135047073,1159043.8743339425,,972296.2219151725
2023-01-23,973965.5918124622,1024176.5000659641,998905.3114515231,1033014.0743318519,1167270.0908141977,,979697.8096571362
2023-01-24,976015.4503291553,1028362.0517436679,1002006.9029355929,1041003.8745217399,1169162.6310096628,,982739.2634190051
2023-01-25,975700.2943538135,1028503.7912952121,1003071.2853513644,1042446.7397205009,1167254.6396995431,,983027.056159072
2023-01-26,983488.6723941272,1035691.8284122165,1008911.3734212802,1047422.1118614272,1168316.8848586923,,989015.7397252074
2023-01-27,983860.8933108753,1033752.1960879978,1020160.4252210543,1042005.1696684111,1170199.9704376108,,989850.8962769475
2023-01-30,977890.4493487781,1023279.4513255771,1010903.1979490207,1035768.893729534,1166047.5556350595,,982247.7739590016
2023-01-31,991909.8200953907,1033250.0329257663,1021276.400944321,1049934.688570301,1165829.2102943307,,992996.0191515884
2023-02-01,990986.9248012012,1035974.2116939243,1024276.4116407321,1047720.4095226249,1158078.730313862,,993197.6675246205
2023-02-02,981744.2020953601,1041242.8524257358,1031678.7142187045,1035617.4717431201,1153045.2310500985,,992060.9487897343
2023-02-03,982642.2224238819,1032760.6547108081,1038758.3995366977,1030346.5167149295,1155344.2326637155,,988334.0953942464
2023-02-06,981007.7827876514,1031917.3246403125,1032321.7375760959,1032486.5865708941,1157222.9668479806,,987314.7014181616
2023-02-07,990085.060085625,1046327.0880222705,1045849.9528852389,1037281.4948582172,1161976.0591712839,,995054.2663993498
2023-02-08,986121.781822533,1035629.8504696277,1038573.4137922213,1031439.4311691455,1157117.4747253305,,989004.1324260825
2023-02-09,983697.0804713672,1026247.1463833239,1034851.2949472354,1026788.8891163348,1149575.367711628,,981746.384155627
2023-02-10,989758.1059916919,1033111.5708752063,1037402.6193624423,1032791.3852472324,1159216.2273612863,,986681.0794424036
2023-02-13,999660.5156138843,1048635.3433933642,1051906.125176041,1044095.4379989604,1167766.9548240548,,997653.9600121718
2023-02-14,995104.2532466358,1048149.56036953,1047784.0262075351,1037957.8890396022,1160011.0811363107,,993090.12931214
2023-02-15,995641.1673015064,1047033.8782825854,1052128.3024984286,1040615.257559244,1165173.7395378,,994219.9064269615
2023-02-16,983936.7550700611,1034816.9751186755,1038789.2059446261,1030702.1958337268,1149223.8602119333,,981658.191441688
2023-02-17,989070.9703105396,1032429.0833683398,1041819.8548665927,1040541.1256774272,1159204.7988029367,,985440.691594745
2023-02-21,969836.1348765796,1008205.0372791674,1023002.0156522677,1019886.0640542468,1140065.3247123605,,965132.697602319
2023-02-22,968204.5066417163,1005904.7147236255,1022142.7888875888,1016953.5326198558,1132981.017247761,,962671.0398114428
2023-02-23,972514.9517978138,1010568.3671703723,1026153.6899724887,1019206.3718010844,1137563.5179229623,,965841.1980371374
2023-02-24,964102.0658725208,996074.944643059,1017579.6876684115,1007640.2122820872,1129349.7163787729,,956024.0403096463
2023-02-27,965082.6395915454,998916.2038135913,1019975.6169992373,1008905.8752020168,1134580.7675681955,,958126.4408129024
