account_value,date,daily_return
978081.6531671827,2021-10-04,
994738.0162575758,2021-10-05,0.017029624302283164
997071.9445576551,2021-10-06,0.002346274357604372
1003404.4405311926,2021-10-07,0.006351092323981566
1005244.2190780104,2021-10-08,0.0018335363812460592
993873.5710482062,2021-10-11,-0.011311328942764876
992735.0563359259,2021-10-12,-0.0011455327372067448
993644.1641156729,2021-10-13,0.0009157607298591053
1009244.9970357665,2021-10-14,0.015700623506381683
1032398.3379464453,2021-10-15,0.022941249130470798
1038483.1742915419,2021-10-18,0.005893884290050222
1039703.4047617415,2021-10-19,0.0011750122682845365
1037120.9530316542,2021-10-20,-0.0024838350228150174
1025432.7302040862,2021-10-21,-0.011269874351107934
1034214.582218994,2021-10-22,0.00856404496973684
1034643.8155643538,2021-10-25,0.0004150331592103207
1038820.2775493392,2021-10-26,0.004036618130953018
1025065.361586048,2021-10-27,-0.013240900529724153
1032476.4938125762,2021-10-28,0.007229911871240224
1032113.7431181716,2021-10-29,-0.0003513403903899759
1037828.5737770499,2021-11-01,0.005537016338541312
1048099.0514151648,2021-11-02,0.009896121476725916
1047433.6982872161,2021-11-03,-0.0006348189391549575
1038669.3062463035,2021-11-04,-0.008367490997515548
1042594.0976231422,2021-11-05,0.003778672724067178
1043196.3058492584,2021-11-08,0.0005776056352986281
1035891.7647901382,2021-11-09,-0.007002077191189504
1029085.084846035,2021-11-10,-0.00657084086915416
1025808.5687471351,2021-11-11,-0.0031839117553531526
1028724.9289091148,2021-11-12,0.002842986743171405
1032842.1277402687,2021-11-15,0.00400223491766627
1029227.6528792534,2021-11-16,-0.0034995424411312648
1013199.9073581123,2021-11-17,-0.015572595116642662
1009598.9246633721,2021-11-18,-0.003554069309115504
999668.0838204613,2021-11-19,-0.00983642177137023
1009110.5246286583,2021-11-22,0.00944557594767903
1021765.669639843,2021-11-23,0.012540890915632597
1012877.6928418466,2021-11-24,-0.008698644965365987
987889.2411903802,2021-11-26,-0.024670749319551044
987292.6447306253,2021-11-29,-0.0006039102713943922
970269.4450635454,2021-11-30,-0.01724230374644853
963519.0177211191,2021-12-01,-0.006957270866119192
983081.7861910668,2021-12-02,0.020303458582703326
979638.1272778207,2021-12-03,-0.0035029220982605302
996169.080338154,2021-12-06,0.016874550510063147
1011246.6063549692,2021-12-07,0.015135508935588682
1008216.9960067446,2021-12-08,-0.002995916455180825
1009073.0573537485,2021-12-09,0.0008490844236850315
1006242.2528413127,2021-12-10,-0.0028053513983016254
995573.2862784349,2021-12-13,-0.010602781321050636
1001947.257730324,2021-12-14,0.006402312657178388
1006271.4760391085,2021-12-15,0.004315814306014465
1019570.4294456064,2021-12-16,0.013216069145520537
996489.9184925501,2021-12-17,-0.022637485637560517
978309.7956904032,2021-12-20,-0.018244161295328576
996536.9071462291,2021-12-21,0.01863122656659355
1002882.582089905,2021-12-22,0.006367726973452559
1010550.0450631983,2021-12-23,0.0076454244098198565
1017176.5037391399,2021-12-27,0.006557279086091272
1019270.395030781,2021-12-28,0.0020585328936955083
1019817.4049024165,2021-12-29,0.0005366680660032763
1018102.7137585949,2021-12-30,-0.0016813707390939125
1014388.1216824917,2021-12-31,-0.0036485435368204255
