account_value,date,daily_return
1001961.297458595,2021-07-06,
1007222.3246073987,2021-07-07,0.005250728907541635
998276.5447267834,2021-07-08,-0.00888163383799323
1016187.1797188146,2021-07-09,0.017941556462125474
1020566.103646343,2021-07-12,0.0043091706084503745
1014045.464476051,2021-07-13,-0.0063892374506605565
1016375.2823378026,2021-07-14,0.0022975477366347086
1016151.1255651319,2021-07-15,-0.00022054528141912666
1001831.141629009,2021-07-16,-0.014092376198627687
987031.2188730352,2021-07-19,-0.014772871535924437
1003944.3394801862,2021-07-20,0.017135345147909264
1013097.5519528997,2021-07-21,0.009117250939880472
1009685.8927898519,2021-07-22,-0.0033675524696228365
1014662.1738210866,2021-07-23,0.004928543685487119
1018411.9358931463,2021-07-26,0.0036955768814546097
1014339.8912802198,2021-07-27,-0.003998425852457577
1010058.6494058225,2021-07-28,-0.004220717247937267
1013295.4329795949,2021-07-29,0.0032045501275361765
1009082.244068199,2021-07-30,-0.00415790772786484
1010472.0854499281,2021-08-02,0.0013773321152950047
1022609.0414329374,2021-08-03,0.01201117394312301
1003833.0885148885,2021-08-04,-0.018360832104260427
1015425.6700413625,2021-08-05,0.01154831580977711
1027133.385804035,2021-08-06,0.011529859947499332
1025081.546343334,2021-08-09,-0.0019976368104273057
1035922.812681133,2021-08-10,0.010576003808157486
1046156.969765293,2021-08-11,0.00987926606005729
1047162.9310989721,2021-08-12,0.0009615778155211974
1042641.4805856168,2021-08-13,-0.0043178099406270265
1042995.7205612486,2021-08-16,0.0003397524290256193
1032229.803721649,2021-08-17,-0.010322110270794105
1016578.5295083158,2021-08-18,-0.01516258701008566
1008197.3474113272,2021-08-19,-0.008244500403763566
1013309.1318351553,2021-08-20,0.005070222052213635
1023968.3193042562,2021-08-23,0.01051918623273096
1032561.2584812124,2021-08-24,0.00839180179206589
1036344.3840558126,2021-08-25,0.00366382676429744
1033096.038940151,2021-08-26,-0.003134426321633521
1043886.605438732,2021-08-27,0.010444882268303868
1039117.0117459524,2021-08-30,-0.004569072606094959
1040583.9777380635,2021-08-31,0.001411742831200824
1037133.3459130971,2021-09-01,-0.003316053195886348
1042431.5976297109,2021-09-02,0.005108554013321331
1037788.6956935575,2021-09-03,-0.004453915198570857
1027436.4321228483,2021-09-07,-0.009975309630628315
1022328.4351513975,2021-09-08,-0.004971594165584459
1017830.1573370092,2021-09-09,-0.00440003198553518
1013992.7020707586,2021-09-10,-0.0037702314463650133
1026450.9998002507,2021-09-13,0.012286378101193485
1015191.7966981389,2021-09-14,-0.01096906048540347
1018197.2155539739,2021-09-15,0.002960444386578054
1010390.0825285604,2021-09-16,-0.007667603982953186
1001162.5252539137,2021-09-17,-0.009132668099388064
977595.2455594785,2021-09-20,-0.02353991394999333
973511.6524290235,2021-09-21,-0.004177181864379875
990574.5994177358,2021-09-22,0.017527213923057117
1003560.4083954275,2021-09-23,0.013109370041715973
1003108.5366107291,2021-09-24,-0.0004502686444366466
1015088.3220320547,2021-09-27,0.011942661221688411
993411.4012816466,2021-09-28,-0.021354713949436555
992289.8349085463,2021-09-29,-0.0011290049335584973
977340.778397621,2021-09-30,-0.015065211780893706
989631.9903559034,2021-10-01,0.012576178370899749
