account_rewards,date
16656.363090393133,2021-10-04
2333.9283000793075,2021-10-05
6332.495973537443,2021-10-06
1839.7785468178336,2021-10-07
-11370.64802980423,2021-10-08
-1138.5147122802446,2021-10-11
909.1077797469916,2021-10-12
15600.832920093555,2021-10-13
23153.340910678846,2021-10-14
6084.836345096584,2021-10-15
1220.2304701996036,2021-10-18
-2582.451730087283,2021-10-19
-11688.222827568068,2021-10-20
8781.852014907869,2021-10-21
429.23334535979666,2021-10-22
4176.461984985392,2021-10-25
-13754.91596329119,2021-10-26
7411.132226528134,2021-10-27
-362.750694404589,2021-10-28
5714.830658878316,2021-10-29
10270.477638114942,2021-11-01
-665.353127948707,2021-11-02
-8764.392040912644,2021-11-03
3924.7913768386934,2021-11-04
602.2082261162577,2021-11-05
-7304.541059120209,2021-11-08
-6806.679944103234,2021-11-09
-3276.516098899883,2021-11-10
2916.3601619796827,2021-11-11
4117.198831153917,2021-11-12
-3614.474861015333,2021-11-15
-16027.7455211411,2021-11-16
-3600.9826947401743,2021-11-17
-9930.84084291081,2021-11-18
9442.440808197018,2021-11-19
12655.145011184737,2021-11-22
-8887.976797996438,2021-11-23
-24988.45165146643,2021-11-24
-596.5964597548591,2021-11-26
-17023.199667079956,2021-11-29
-6750.427342426265,2021-11-30
19562.76846994774,2021-12-01
-3443.658913246123,2021-12-02
16530.953060333268,2021-12-03
15077.526016815216,2021-12-06
-3029.61034822464,2021-12-07
856.0613470039098,2021-12-08
-2830.804512435803,2021-12-09
-10668.966562877758,2021-12-10
6373.9714518891415,2021-12-13
4324.218308784417,2021-12-14
13298.953406497953,2021-12-15
-23080.510953056277,2021-12-16
-18180.122802146943,2021-12-17
18227.111455825856,2021-12-20
6345.674943675986,2021-12-21
7667.462973293266,2021-12-22
6626.458675941569,2021-12-23
2093.8912916411646,2021-12-27
547.0098716354696,2021-12-28
-1714.6911438215757,2021-12-29
-3714.592076103203,2021-12-30
