account_rewards,date
92.16510734544136,2021-04-06
80.7080490111839,2021-04-07
2889.949985885527,2021-04-08
-384.47770996100735,2021-04-09
-4941.9002689361805,2021-04-12
4305.085206527729,2021-04-13
7322.932246093755,2021-04-14
5843.5111146393465,2021-04-15
-1274.5078386536334,2021-04-16
-8918.057859691558,2021-04-19
12392.917563796975,2021-04-20
-11345.733813568135,2021-04-21
10918.384883850114,2021-04-22
-1499.5383758544922,2021-04-23
-2978.50968170166,2021-04-26
-11664.62126159668,2021-04-27
2830.710590362549,2021-04-28
-1367.028610649053,2021-04-29
9959.217579544056,2021-04-30
5076.604860366788,2021-05-03
11713.246080299374,2021-05-04
9558.854596096091,2021-05-05
10278.983090930968,2021-05-06
5049.737568267854,2021-05-07
-14793.828394043026,2021-05-10
-17957.96190010081,2021-05-11
15607.429756607162,2021-05-12
11422.348545017187,2021-05-13
4387.473622337449,2021-05-14
-10778.6496520387,2021-05-17
-7984.880621620105,2021-05-18
857.3166542053223,2021-05-19
6070.548338947236,2021-05-20
4893.14505940245,2021-05-21
-5977.197509765625,2021-05-24
397.07828521728516,2021-05-25
9394.08904266369,2021-05-26
344.76549530029297,2021-05-27
7536.69607925415,2021-05-28
2796.1145553588867,2021-06-01
4698.672889709473,2021-06-02
7476.428489685059,2021-06-03
-10903.214546203613,2021-06-04
-2217.8609619140625,2021-06-07
-8562.512271881104,2021-06-08
-11507.270904541132,2021-06-09
-2853.1389770507812,2021-06-10
-8603.310466766357,2021-06-11
-2717.255153656006,2021-06-14
-12522.139678955078,2021-06-15
-17364.989994049072,2021-06-16
-18445.090309143066,2021-06-17
19420.40965652466,2021-06-18
148.93739318847656,2021-06-21
-3976.332775115967,2021-06-22
12833.242275238037,2021-06-23
1135.4362831115723,2021-06-24
1705.3138961791992,2021-06-25
-732.672233581543,2021-06-28
14263.100479125977,2021-06-29
-5462.3002281188965,2021-06-30
-693.7191149024293,2021-07-01
