date,AAPL,AMGN,AXP,BA,CAT,CRM,CSCO,CVX,DIS,GS,HD,HON,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PG,TRV,UNH,V,VZ,WBA,WMT
2021-12-16,-5,100,-46,41,0,0,60,-23,78,-64,0,0,-11,-7,-25,-84,-40,-6,-11,-3,0,100,-35,70,-34,0,100,0,100
2021-12-17,0,0,100,-8,0,6,-47,0,-4,-24,0,0,81,100,0,0,1,-100,-8,-100,100,-100,-100,100,0,0,-26,0,-6
2021-12-20,86,-96,60,58,69,-100,100,0,93,-80,0,0,-100,-100,76,-43,-100,82,-33,100,-100,40,100,48,0,-75,-74,0,11
2021-12-21,-66,100,-40,0,0,-6,100,100,-56,0,0,0,1,-1,0,-17,-77,-92,0,-77,100,-40,-58,0,69,0,0,0,-100
2021-12-22,0,0,0,100,73,0,3,-86,100,100,0,0,100,-70,-46,0,-45,-7,0,0,-33,0,-83,-100,-69,0,0,0,-53
2021-12-23,100,-15,-34,-9,100,15,-100,-14,100,-100,0,0,-47,100,0,0,-20,0,100,-100,-43,100,-72,0,0,0,100,0,-60
2021-12-27,0,-34,-50,-100,-100,0,-17,100,-9,-56,55,0,100,0,0,100,1,0,100,0,0,100,-31,-3,0,0,-100,0,-5
2021-12-28,-32,-100,-100,-3,81,-15,-87,19,11,-97,88,0,13,9,100,-78,-6,49,52,-10,-24,-100,-11,-22,32,14,0,92,-67
2021-12-29,-12,100,100,-32,-33,61,100,-100,32,-82,38,100,-100,-100,-39,10,100,-49,-64,70,16,-45,100,18,-32,23,100,-90,0
2021-12-30,61,-100,0,0,-78,-7,-36,100,-100,0,0,100,-57,-100,100,-8,100,0,-100,-19,100,0,-100,0,0,0,1,100,0
