date,AAPL,AMGN,AXP,BA,CAT,CRM,CSCO,CVX,DIS,GS,HD,HON,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PG,TRV,UNH,V,VZ,WBA,WMT
2021-07-06,0,100,0,19,-100,0,-100,0,0,0,0,0,0,100,100,0,0,0,-99,0,0,1,0,0,0,0,0,-100,-100
2021-07-07,0,100,0,100,-100,0,-100,100,0,21,0,0,1,0,-91,0,0,0,-99,0,0,1,0,0,0,0,0,-100,-100
2021-07-08,0,100,0,0,-100,0,-100,100,0,6,0,0,0,0,0,100,0,0,-99,0,0,1,0,0,0,0,0,-100,-99
2021-07-09,0,3,0,0,-100,0,-100,0,0,100,0,0,1,0,-9,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100
2021-07-12,0,22,0,-91,-100,0,-100,0,0,100,100,0,1,1,0,-100,0,0,0,0,0,0,0,0,0,0,0,-100,-100
2021-07-13,0,6,0,0,-100,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,-100,-99
2021-07-14,0,87,0,0,-100,0,0,0,0,100,0,0,0,100,-100,0,-100,0,-95,0,0,0,0,0,0,0,1,-2,-99
2021-07-15,0,90,0,0,-100,0,-99,100,0,0,0,0,0,100,0,0,-99,0,0,0,0,0,0,0,0,0,-1,0,-100
2021-07-16,0,94,0,0,-100,0,-37,2,0,0,0,0,0,100,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-19,0,0,0,-28,-100,0,1,0,0,89,0,0,0,100,0,0,-94,0,0,0,0,0,0,0,0,0,0,0,-100
2021-07-20,0,0,0,0,-100,0,0,0,0,0,0,8,0,1,0,0,-100,0,0,0,100,0,0,0,0,0,0,0,-99
2021-07-21,0,46,0,0,-63,0,-1,0,0,0,0,0,100,1,0,0,-97,0,0,0,0,0,0,0,0,0,0,0,-99
2021-07-22,0,43,0,0,0,0,3,0,0,0,0,0,0,100,0,0,-11,0,-99,0,0,0,0,0,0,0,0,0,1
2021-07-23,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99
2021-07-26,0,0,0,0,0,0,0,0,0,0,0,84,0,3,0,0,0,0,-94,0,0,0,0,0,0,0,0,0,-99
2021-07-27,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,100,0,0,-99,0,0,0,0,0,0,0,0,0,0
2021-07-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,-99
2021-07-29,0,0,0,0,0,0,1,25,0,0,0,0,0,100,0,0,0,0,-28,0,0,0,0,0,0,0,0,0,-71
2021-07-30,0,0,0,0,0,0,0,100,0,15,0,0,0,2,0,-99,0,0,0,0,0,-3,0,0,0,0,0,0,0
2021-08-02,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,-1,0,0,0,0,16,0,0,0,0,0,0,0,-99
2021-08-03,0,0,0,0,0,0,0,50,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100
2021-08-04,0,0,0,0,0,0,100,2,0,25,0,0,0,100,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,-100
2021-08-05,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,-100
2021-08-06,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99
2021-08-09,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,16,0,0,0,0,0,0,0,-100
2021-08-10,0,-88,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,100,0,24,0,0,0,0,0,0,0,-68
2021-08-11,0,-96,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-12,0,-86,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0
2021-08-13,0,-72,0,100,0,0,1,0,0,58,0,0,0,0,0,0,0,-80,-88,0,0,0,0,0,0,0,0,0,0
2021-08-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-17,0,0,0,0,0,0,100,0,0,24,1,0,0,0,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0
2021-08-18,0,0,0,0,0,0,100,0,0,14,0,-48,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
