date,AAPL,AMGN,AXP,BA,CAT,CRM,CSCO,CVX,DIS,GS,HD,HON,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PG,TRV,UNH,V,VZ,WBA,WMT
2021-07-06,-100,100,100,0,-34,-99,-100,-97,-99,0,0,0,-100,-100,0,100,-100,0,-45,1,-36,35,-100,100,100,100,-100,-99,0
2021-07-07,-100,100,0,0,0,-99,-100,0,-98,100,0,-99,-100,-25,0,0,-70,0,0,100,0,-35,-100,0,94,100,-100,-100,2
2021-07-08,-100,100,0,0,0,-99,-100,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,47,100,-100,-74,-35
2021-07-09,-100,100,0,100,0,-85,-62,0,0,0,0,100,-100,0,0,1,0,0,0,0,0,0,-100,0,0,31,-100,-84,-99
2021-07-12,-31,100,0,22,0,0,0,0,0,0,0,-99,-99,0,0,1,0,0,0,-100,0,0,-99,100,0,100,-100,1,-99
2021-07-13,0,0,0,100,0,0,0,0,24,0,0,0,-51,0,0,0,0,0,0,0,0,0,-99,1,0,0,-100,0,-100
2021-07-14,0,52,0,0,0,0,0,0,0,0,0,-99,0,0,100,100,0,0,0,-99,0,0,-9,0,0,0,-100,-99,-82
2021-07-15,100,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,0,0,1,0,50,0,0,0,0,-78,-94,0
2021-07-16,-84,100,0,0,0,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,0,0,0,8,0,-99,0
2021-07-19,-16,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,0,0,0,0,0,-86,0
2021-07-20,0,0,80,0,0,0,0,0,0,0,0,-97,0,0,100,1,0,0,0,0,0,-50,0,0,0,0,0,0,0
2021-07-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,-60,0,0,0,0,0,0,0,3,0
2021-07-22,0,65,1,0,0,0,0,0,0,0,0,0,0,0,-94,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2021-07-23,0,0,0,0,0,0,0,0,0,0,0,24,0,0,-33,0,0,0,0,0,0,0,0,1,0,0,0,-4,0
2021-07-26,0,62,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0
2021-07-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,-35,0,0,0,0,0
2021-08-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-05,0,100,0,0,0,0,0,0,0,0,0,-92,0,0,-31,0,0,0,0,0,0,0,0,0,0,15,0,0,0
2021-08-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-12,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-38,0,0,0,0,0
2021-08-13,100,0,0,0,0,0,0,0,0,0,0,-99,0,0,0,46,0,0,0,1,0,0,0,0,0,0,0,1,0
2021-08-16,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,-99,0,0,0,0,0
2021-08-17,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-2,0,0,0,-99,0,0,0,2,0
