account_rewards,date
-448.55678073479794,2021-04-06
-383.6756347849732,2021-04-07
1640.884443450952,2021-04-08
-959.6687128792983,2021-04-09
-1340.9327863731887,2021-04-12
1794.754667968722,2021-04-13
1765.7135057715932,2021-04-14
3732.491276844172,2021-04-15
-2062.5511468546465,2021-04-16
-4256.4355988993775,2021-04-19
5259.458493259503,2021-04-20
-5644.006168392254,2021-04-21
1257.4147523727734,2021-04-22
-3467.8864682960557,2021-04-23
-214.0042796669295,2021-04-26
-6294.614972042036,2021-04-27
2213.161751853884,2021-04-28
-3813.379039962776,2021-04-29
6298.102742164629,2021-04-30
7.419199962634593,2021-05-03
-73.45285137556493,2021-05-04
6945.9134152145125,2021-05-05
6843.233683425933,2021-05-06
-3660.905168418889,2021-05-07
-10751.010725177824,2021-05-10
-18788.416387725738,2021-05-11
10915.205342975562,2021-05-12
10793.807834445965,2021-05-13
-1771.5084523620317,2021-05-14
-8043.714080455829,2021-05-17
-1069.119305656408,2021-05-18
7029.964717052528,2021-05-19
3698.5004612617195,2021-05-20
6729.749107768992,2021-05-21
-2694.267145202495,2021-05-24
779.2935579071054,2021-05-25
6966.6511031074915,2021-05-26
6388.416082443204,2021-05-27
2756.885726490058,2021-05-28
329.2180286863586,2021-06-01
-3961.6514054487925,2021-06-02
7894.934849563637,2021-06-03
-3549.206388481194,2021-06-04
-1187.2978372917278,2021-06-07
-3453.784228515695,2021-06-08
3424.4420940247364,2021-06-09
-1622.3332218208816,2021-06-10
-640.56526371371,2021-06-11
-3542.617173080449,2021-06-14
-8680.415427001892,2021-06-15
-4433.689785816241,2021-06-16
-15300.698955490021,2021-06-17
14829.25371329498,2021-06-18
-848.2946530380286,2021-06-21
-3404.210511348676,2021-06-22
10341.198325271602,2021-06-23
2151.9363489303505,2021-06-24
-5113.95009381487,2021-06-25
-1076.1825390167069,2021-06-28
5732.92074654391,2021-06-29
2268.8061655578203,2021-06-30
217.73578081128653,2021-07-01
