account_value,date,daily_return
1000000.0,2021-04-06,
999870.1940552215,2021-04-07,-0.00012980594477851604
1000141.869768444,2021-04-08,0.0002717109829233344
1002217.1779987637,2021-04-09,0.0020750138485854386
1002152.6151516149,2021-04-12,-6.442001650552864e-05
999900.6841963116,2021-04-13,-0.00224709382708399
1004624.1538620603,2021-04-14,0.004723938827529972
1009495.1989179684,2021-04-15,0.004848624271258428
1015259.196791618,2021-04-16,0.005709782354416104
1012703.5754209171,2021-04-19,-0.0025172107564029877
1003183.7130210492,2021-04-20,-0.009400443161179828
1012509.4473927037,2021-04-21,0.009296138135626686
1002240.0835865323,2021-04-22,-0.01014248689986641
1009966.1207380712,2021-04-23,0.007708768864932214
1007050.9434393765,2021-04-26,-0.0028864109783843794
1008339.9832435148,2021-04-27,0.0012800144943370118
1004078.4561163175,2021-04-28,-0.00422628002262615
1010703.434145561,2021-04-29,0.006598068098053078
1006126.6631951024,2021-04-30,-0.004528302562192943
1015080.8741519238,2021-05-03,0.008899685580725958
1015953.7481045721,2021-05-04,0.0008599058211766764
1018334.0251656377,2021-05-05,0.0023428990399478877
1026082.8239092709,2021-05-06,0.007609289832354094
1034487.2151098516,2021-05-07,0.008190753226489766
1033293.6761061742,2021-05-10,-0.0011537493999387305
1016334.4929828641,2021-05-11,-0.016412742587585072
994439.9054049832,2021-05-12,-0.021542698520072845
1009845.9791542127,2021-05-13,0.015492211912951692
1017283.2105991285,2021-05-14,0.007364718579307317
1014333.5144260557,2021-05-17,-0.002899582085244101
1005604.0622606009,2021-05-18,-0.008606096556312948
1001908.4432686078,2021-05-19,-0.0036750239290852527
1008827.73424913,2021-05-20,0.006906111059358677
1011336.0585008314,2021-05-21,0.0024863751922603594
1015171.525322708,2021-05-24,0.0037924751022544445
1015987.439231571,2021-05-25,0.0008037202467865434
1015951.7682353476,2021-05-26,-3.510968231101863e-05
1022301.3821540754,2021-05-27,0.006249916696101421
1024989.6592005652,2021-05-28,0.0026296326048442786
1023608.8349675178,2021-06-01,-0.00134715918414674
1022614.0022177313,2021-06-02,-0.0009718876154659606
1015945.8926393851,2021-06-03,-0.006520651549739354
1018980.0283917502,2021-06-04,0.0029865131345554463
1016480.6834484251,2021-06-07,-0.002452790902359281
1017712.1808619384,2021-06-08,0.0012115305618356498
1010958.7956571502,2021-06-09,-0.0066358498323843
1014455.3567828139,2021-06-10,0.003458658395064207
1018447.0648523864,2021-06-11,0.003934828716594785
1016026.8213335341,2021-06-14,-0.0023764058068183047
1011866.984338085,2021-06-15,-0.004094219668324572
1002892.0887430457,2021-06-16,-0.008869639719404687
998976.8583292579,2021-06-17,-0.0039039398732269026
987610.3314793701,2021-06-18,-0.01137816832804095
1003998.3094512481,2021-06-21,0.016593566763654533
1009851.3152872466,2021-06-22,0.00582969690377011
1007923.299284298,2021-06-23,-0.0019092077950111364
1014421.837565754,2021-06-24,0.006447453180287166
1017723.4214367791,2021-06-25,0.0032546458965707625
1014696.8651163368,2021-06-28,-0.002973849531898831
1018209.4921809618,2021-06-29,0.003461750189030388
1021456.324451542,2021-06-30,0.003188766452791203
1026897.4179661142,2021-07-01,0.005326799966208773
1032127.7347634431,2021-07-02,0.005093319649871253
