account_rewards,date
1643.4163067208137,2021-07-06
-6358.166114261607,2021-07-07
14078.52694884874,2021-07-08
3234.621210472076,2021-07-09
-4398.131314426428,2021-07-12
1946.113388916012,2021-07-13
6378.429955596919,2021-07-14
-7794.94582809438,2021-07-15
-30104.52541985328,2021-07-16
18094.96273784642,2021-07-19
8031.9587529601995,2021-07-20
-4590.886871906347,2021-07-21
6205.563523654942,2021-07-22
2512.2696903229225,2021-07-23
-1177.279238357558,2021-07-26
-215.29580688476562,2021-07-27
3334.214614868164,2021-07-28
-6680.668395996094,2021-07-29
-7354.613388061523,2021-07-30
7154.954940795898,2021-08-02
-18706.710961730918,2021-08-03
10787.441314697266,2021-08-04
4215.678310928284,2021-08-05
-3845.5999450683594,2021-08-06
4518.935012817383,2021-08-09
3349.259246826172,2021-08-10
-3615.603073120117,2021-08-11
-1275.3997802428203,2021-08-12
3163.980401744833,2021-08-13
-7160.3247720680665,2021-08-16
-13633.738702587085,2021-08-17
-7365.615844760905,2021-08-18
1137.6471953735454,2021-08-19
11745.029597579967,2021-08-20
1360.9652660751017,2021-08-23
-2070.7353740691906,2021-08-24
-6796.55340529629,2021-08-25
11331.898495475762,2021-08-26
-4281.833681373624,2021-08-27
878.8771576080471,2021-08-30
-2275.518254432711,2021-08-31
1959.4064865112305,2021-09-01
-2903.901336669922,2021-09-02
-6152.31358494563,2021-09-03
-3556.453659057617,2021-09-07
-4337.022674560547,2021-09-08
-13350.630851745605,2021-09-09
11766.02025888057,2021-09-10
-9108.917150817811,2021-09-13
8074.450443878071,2021-09-14
-1195.4561652106931,2021-09-15
-1233.921844177181,2021-09-16
-18522.546543121338,2021-09-17
-2020.246963527752,2021-09-20
13608.802273143781,2021-09-21
16941.697134353686,2021-09-22
3143.792510753614,2021-09-23
3520.8232345581055,2021-09-24
-15425.061252593994,2021-09-27
8926.58086753462,2021-09-28
-15876.027930000331,2021-09-29
20454.53268814087,2021-09-30
