date,AAPL,AMGN,AXP,BA,CAT,CRM,CSCO,CVX,DIS,GS,HD,HON,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PG,TRV,UNH,V,VZ,WBA,WMT
2021-04-06,0,0,23,0,100,0,0,100,0,100,100,0,0,0,0,19,18,26,0,100,0,0,42,0,0,0,0,0,0
2021-04-07,0,0,-23,0,27,82,80,100,72,10,28,0,7,79,71,-19,-18,-26,69,11,5,69,-30,46,23,0,72,100,0
2021-04-08,45,0,0,0,73,-82,51,57,-21,100,-42,0,-7,-52,-71,0,0,9,100,100,100,79,92,33,50,0,-72,-73,13
2021-04-09,-43,0,54,0,22,0,-3,-70,16,100,-26,0,57,-27,0,0,0,100,-49,100,48,-79,5,95,-29,0,100,-19,83
2021-04-12,-2,0,-54,0,93,0,-87,58,46,100,-2,100,50,0,13,0,100,30,-100,-34,100,5,-35,8,-24,100,-100,100,100
2021-04-13,0,76,100,0,44,68,79,-85,75,57,34,-91,19,79,-13,0,-11,10,24,-41,-8,-54,33,51,-20,100,0,31,-77
2021-04-14,0,-76,86,0,100,-22,100,-55,32,100,100,-9,76,51,80,0,100,52,100,-100,-61,92,100,100,100,-86,18,100,-45
2021-04-15,0,0,-7,96,86,-46,-16,58,30,-77,96,0,-100,-86,-29,0,100,50,100,82,18,20,-100,100,66,-100,36,100,30
2021-04-16,0,100,-39,-17,19,0,58,-100,-8,69,-9,100,-22,100,54,0,-100,-66,-100,-77,-47,-50,-100,13,-58,-14,-23,-50,-5
2021-04-19,1,-100,51,43,-73,0,-62,-63,100,-15,93,-36,100,100,100,100,-25,100,-45,91,100,-82,100,90,100,4,-31,-19,54
2021-04-20,0,0,0,-100,100,0,100,0,0,0,47,0,100,-100,-98,-100,1,100,0,-16,0,1,-10,-17,100,0,100,100,-100
2021-04-21,100,100,100,0,-68,0,-36,100,94,-100,0,71,-100,0,-100,100,1,-100,-60,0,0,-1,0,0,-1,0,100,-77,-53
2021-04-22,0,0,-100,0,0,0,-79,0,-100,-100,-6,78,-100,0,-7,0,-28,100,100,-32,100,100,0,-100,0,-4,100,1,100
2021-04-23,0,54,-41,0,-55,0,76,1,0,92,100,-70,0,-50,100,-48,-4,-50,-33,-100,0,-100,0,-100,0,0,1,72,-39
2021-04-26,68,-100,-99,-22,100,94,0,0,-100,0,-50,76,-29,2,-40,-52,-97,100,0,44,0,0,-97,0,0,83,-50,37,-61
2021-04-27,92,0,100,100,-94,0,100,0,100,-71,0,-35,-51,-96,100,0,0,-34,0,100,-55,0,0,0,0,-55,1,-18,0
2021-04-28,59,35,47,30,-1,-94,-23,-100,-94,-25,23,-100,0,0,77,100,-37,68,-56,-83,-88,100,100,-57,-58,-19,54,83,0
2021-04-29,72,-77,-62,83,30,0,-100,1,-100,0,100,43,0,0,4,93,0,-100,64,77,0,-100,60,40,34,-9,-100,100,0
2021-04-30,100,99,100,0,-55,0,94,1,0,-100,0,-100,91,0,-8,-40,0,84,87,0,16,0,86,0,-100,0,0,1,0
2021-05-03,36,100,-59,91,-29,35,100,-3,-100,-100,-18,89,-90,24,43,-88,0,69,-100,25,-100,0,-46,7,-60,0,100,97,77
2021-05-04,-13,0,0,0,100,100,0,0,-42,-43,25,-89,100,-24,100,100,0,0,-69,1,100,0,0,-100,0,0,0,-25,-77
2021-05-05,89,-98,-21,-11,100,100,-77,89,100,-16,-100,-27,79,0,90,-24,82,-24,-32,1,-87,0,-43,-100,0,87,-30,-90,92
2021-05-06,-74,100,59,100,19,-100,100,33,31,49,59,0,47,0,54,100,-82,-100,0,24,-100,40,-70,-48,-100,-27,-13,26,-5
2021-05-07,0,100,-92,0,-100,0,100,-100,0,-4,0,0,-52,100,-23,0,0,0,0,-80,69,100,0,-61,0,-2,0,100,100
2021-05-10,-60,-91,-9,-15,-64,-100,58,14,-48,58,100,31,38,-95,100,1,0,60,0,100,-66,-100,43,100,-23,-58,-100,100,-100
2021-05-11,-9,0,0,8,-3,-35,-29,1,-10,0,0,-3,-1,-5,0,0,0,0,0,0,-44,-29,-64,100,100,0,-67,0,-24
2021-05-12,0,15,-43,0,-79,100,-100,-20,0,-100,100,100,-99,2,-100,0,0,0,0,-100,100,-11,100,0,-44,0,100,-3,0
2021-05-13,-20,-100,0,-27,0,0,0,1,0,0,100,0,100,0,0,0,0,0,100,-76,-55,0,-31,95,-29,0,-71,0,-63
2021-05-14,100,0,-44,0,0,100,0,-18,0,56,1,0,0,0,-100,0,0,0,0,-21,0,0,-39,-29,-27,0,-100,-83,0
2021-05-17,75,-100,100,-67,0,92,-38,0,100,-100,0,0,0,-2,45,0,100,0,100,-73,0,0,-39,0,0,0,-25,-63,1
2021-05-18,-65,0,0,100,-9,100,-63,0,-73,-40,64,0,0,0,100,0,-100,0,-77,-23,-45,1,-57,-31,0,0,0,2,0
2021-05-19,-100,-24,0,-26,-100,100,26,0,0,0,100,0,0,100,-100,-20,0,100,-100,0,0,-1,0,0,0,0,0,0,-1
2021-05-20,0,100,-96,87,0,-41,-80,0,-6,0,0,0,100,-74,0,0,1,0,-23,0,0,1,0,-100,0,0,0,-100,0
2021-05-21,100,0,-31,0,0,-100,0,0,0,0,100,-75,-12,-26,-100,0,0,-100,0,0,18,0,0,0,100,0,0,-62,0
2021-05-24,0,100,0,-7,0,0,-2,100,0,0,-51,0,85,100,0,-42,-1,-100,0,0,0,0,0,0,0,0,0,-62,0
2021-05-25,-60,-7,0,0,-55,0,0,-100,100,0,-82,100,51,100,0,-61,0,100,0,0,100,100,0,-79,-100,0,100,-82,94
2021-05-26,-6,-100,0,0,-100,0,0,0,38,0,100,0,0,100,0,100,2,-76,0,79,100,-70,0,-56,0,0,-76,-95,0
2021-05-27,-100,-100,59,-100,0,0,100,0,89,0,0,-17,74,-89,0,0,-2,0,100,1,0,-2,100,0,0,0,-24,-39,100
2021-05-28,-100,100,-7,0,0,-52,-100,0,99,0,0,0,-21,-77,-25,100,0,0,-6,-80,-100,-29,-100,100,0,100,0,-86,0
2021-06-01,-68,-91,100,0,0,14,100,100,0,100,-30,0,-100,-100,-37,0,0,-6,0,0,0,0,1,-14,0,-28,0,2,0
2021-06-02,2,-15,100,100,100,-58,100,-100,100,-100,46,0,100,-34,-100,-100,0,-5,-83,0,-3,0,-1,0,0,0,0,-100,0
2021-06-03,12,100,21,-75,-100,-100,99,100,-84,0,99,-41,-34,100,100,-71,75,-100,63,27,-92,0,100,24,44,-72,0,8,-22
2021-06-04,69,-66,100,-84,82,-77,-90,-13,0,0,-100,14,-43,29,-6,-100,43,-22,40,100,100,0,-79,31,6,0,0,-14,100
2021-06-07,-29,39,53,-55,-99,-78,100,0,100,0,-16,12,30,100,-100,0,70,61,-21,-65,-48,0,-14,100,-50,0,100,61,100
2021-06-08,-100,-73,100,24,-38,0,100,87,45,0,79,-32,68,100,52,-48,86,-89,100,100,61,0,-7,-36,0,38,100,75,28
2021-06-09,-52,0,0,-100,-73,0,100,-77,-99,0,100,-14,0,100,0,0,1,0,100,100,61,0,0,100,0,0,-100,0,-100
2021-06-10,78,16,62,-84,98,0,65,-5,51,0,-100,-75,-71,-100,100,0,-64,35,-36,37,-83,0,36,-31,37,-38,-5,77,-94
2021-06-11,0,88,100,-72,100,0,0,0,66,0,-100,5,-70,-24,-53,0,3,0,-31,-36,100,0,82,-16,-7,0,0,-21,-73
2021-06-14,-54,-100,-100,0,0,0,-38,-60,0,0,-13,0,100,-7,0,0,100,-69,100,-28,0,0,-99,-39,82,100,-91,100,100
2021-06-15,10,-4,-70,0,76,0,100,55,-54,0,30,-5,100,-100,-71,99,-4,-83,-100,5,15,0,-19,-71,-41,-23,-4,100,-36
2021-06-16,0,0,-54,0,0,0,100,-50,-5,0,100,0,-71,74,0,-36,0,100,0,-100,0,0,0,0,-15,100,0,-100,0
2021-06-17,-98,100,-54,0,0,100,-100,100,-100,0,-47,0,-61,0,0,-63,1,0,-7,-57,37,0,0,-47,100,-73,0,0,-58
2021-06-18,100,-1,-61,0,-48,100,-30,-100,100,0,-36,26,-46,-100,10,0,-23,-96,100,37,-100,0,0,-100,7,36,0,86,27
2021-06-21,-15,-50,100,0,10,-100,2,-37,-10,59,82,-26,-100,-9,-100,21,-11,-71,42,41,85,100,0,100,-100,-100,100,31,4
2021-06-22,100,100,-8,0,87,-100,-30,0,-40,0,-5,0,0,1,-3,-21,0,0,0,0,0,-3,0,100,0,100,-6,-71,-100
2021-06-23,-53,-49,0,50,-43,0,-62,0,-100,13,100,0,0,-93,-100,0,-96,-27,-97,76,73,-60,66,2,0,100,0,0,-70
2021-06-24,-41,-83,-100,40,100,25,53,0,-13,-72,-77,27,99,56,-9,0,28,-10,-19,-53,-100,19,-66,-100,-63,92,58,-100,0
2021-06-25,-100,21,94,-28,62,67,-6,0,-28,40,-56,-27,97,100,0,51,-100,0,41,-44,-100,-56,84,-100,21,5,-100,-100,0
2021-06-28,0,100,0,12,0,100,-91,1,-50,0,0,0,0,100,0,0,1,0,100,100,100,0,-37,100,-21,0,-52,-3,0
2021-06-29,0,-35,0,-74,100,87,-12,-1,-50,-40,-100,0,0,1,100,0,-100,0,17,-31,0,0,0,0,100,-69,100,-26,0
2021-06-30,-46,100,-40,0,0,0,1,0,0,0,-100,0,100,0,100,70,100,0,0,-100,100,0,-47,-59,-16,-71,-16,-100,0
2021-07-01,0,-27,1,0,-62,0,-35,100,-75,0,0,0,-100,0,-100,-100,0,37,-52,-42,100,0,0,100,0,100,100,-9,0
