account_value,date,daily_return
1046141.7155605623,2022-01-03,
1078781.586643631,2022-01-04,0.031200238550452175
1110483.1261980745,2022-01-05,0.02938642997520491
1096890.051193497,2022-01-06,-0.012240685773511784
1096556.6324765626,2022-01-07,-0.00030396730882142897
1119984.1881567233,2022-01-10,0.021364656403791704
1109500.4486475221,2022-01-11,-0.009360613855143196
1120227.9664256442,2022-01-12,0.009668781829875739
1111901.6219432224,2022-01-13,-0.007432723277735254
1073034.4234004365,2022-01-14,-0.03495560917957774
1068092.7336131441,2022-01-18,-0.004605341338101865
1060866.0523913729,2022-01-19,-0.006765967967336417
1027082.7857180941,2022-01-20,-0.031844987967260874
1020036.57338472,2022-01-21,-0.006860413231877582
995562.7798315585,2022-01-24,-0.023993054946992554
1057074.1755532993,2022-01-25,0.06178555181838763
1056083.8150169374,2022-01-26,-0.0009368884031656366
1056083.8150169374,2022-01-27,0.0
1056083.8150169374,2022-01-28,0.0
1056083.8150169374,2022-01-31,0.0
1056083.8150169374,2022-02-01,0.0
1056115.146009354,2022-02-02,2.9667145704737052e-05
1056309.3010073702,2022-02-03,0.00018383885388817411
1056295.1374126133,2022-02-04,-1.340856768317078e-05
1056293.4732225803,2022-02-07,-1.5754972014780932e-06
1056293.4732225803,2022-02-08,0.0
1056293.4732225803,2022-02-09,0.0
1056293.4732225803,2022-02-10,0.0
1056293.4732225803,2022-02-11,0.0
1056293.4732225803,2022-02-14,0.0
1056293.4732225803,2022-02-15,0.0
1056293.4732225803,2022-02-16,0.0
1056293.4732225803,2022-02-17,0.0
1056255.4364803927,2022-02-18,-3.6009634776568156e-05
1056263.62676265,2022-02-22,7.754073469756761e-06
1056219.394914139,2022-02-23,-4.1875766040089246e-05
1055342.4280564426,2022-02-24,-0.0008302885384600112
1055331.0584463656,2022-02-25,-1.0773384803597352e-05
1055331.0584463656,2022-02-28,0.0
1055331.0584463656,2022-03-01,0.0
1055331.0584463656,2022-03-02,0.0
1055331.0584463656,2022-03-03,0.0
1055194.9276745152,2022-03-04,-0.00012899342889693965
1055058.1080196078,2022-03-07,-0.00012966291944638275
1055054.5352895053,2022-03-08,-3.3862875186141395e-06
1055054.5352895053,2022-03-09,0.0
1055054.5352895053,2022-03-10,0.0
1055054.5352895053,2022-03-11,0.0
1055054.5352895053,2022-03-14,0.0
1055054.5352895053,2022-03-15,0.0
1055054.5352895053,2022-03-16,0.0
1055054.5352895053,2022-03-17,0.0
1055054.5352895053,2022-03-18,0.0
1055054.5352895053,2022-03-21,0.0
1055054.5352895053,2022-03-22,0.0
1055054.5352895053,2022-03-23,0.0
1055054.5352895053,2022-03-24,0.0
1055415.87459462,2022-03-25,0.00034248400725145345
1055321.0926694185,2022-03-28,-8.980528669588761e-05
1055668.2047421574,2022-03-29,0.0003289160760169274
1055603.8516247866,2022-03-30,-6.095960556706803e-05
1055479.697955124,2022-03-31,-0.00011761388467035339
1055467.3785052036,2022-04-01,-1.1671896621323619e-05
