account_rewards,date
-18302.621184448246,2021-07-06
-16510.574637389975,2021-07-07
18898.576514892513,2021-07-08
424.70606933603995,2021-07-09
24649.952865051106,2021-07-12
-7054.616232299712,2021-07-13
-10462.85341339116,2021-07-14
15695.618099151645,2021-07-15
-49681.95519256592,2021-07-16
-16636.63754272461,2021-07-19
47087.924429321196,2021-07-20
9191.17656985484,2021-07-21
26328.605237792945,2021-07-22
-20157.181268768385,2021-07-23
-17168.214689575136,2021-07-26
15544.554637497058,2021-07-27
-10034.723797607468,2021-07-28
5839.612624359084,2021-07-29
-7480.055369934067,2021-07-30
-8826.28322547907,2021-08-02
-9204.580627441406,2021-08-03
2232.453813171247,2021-08-04
11809.628290588502,2021-08-05
-1137.6676666871645,2021-08-06
2403.106293365592,2021-08-09
-8124.152252197266,2021-08-10
3543.890754699707,2021-08-11
-12115.560349548468,2021-08-12
-20675.35510711663,2021-08-13
-77.78681488032453,2021-08-16
-5805.680406188942,2021-08-17
-23048.931494735763,2021-08-18
-8277.090345092816,2021-08-19
15111.65779156494,2021-08-20
-3962.3182830199366,2021-08-23
8117.061845581047,2021-08-24
25979.65673828125,2021-08-25
-3938.208984375,2021-08-26
17703.312461517286,2021-08-27
-25793.11617480463,2021-08-30
13985.768954467843,2021-08-31
-8207.925026580924,2021-09-01
-26891.524073791457,2021-09-02
-11600.455342773465,2021-09-03
1924.3174072265392,2021-09-07
-2503.4972069702344,2021-09-08
14309.778341674828,2021-09-09
-3157.6335864868015,2021-09-10
12277.62642900087,2021-09-13
-16308.696969604469,2021-09-14
19157.009397888207,2021-09-15
-9693.552279663156,2021-09-16
-13773.448794555617,2021-09-17
16112.833302307059,2021-09-20
23547.30182675179,2021-09-21
24514.36267187493,2021-09-22
24627.9707632293,2021-09-23
27296.419372558594,2021-09-24
-13838.593505859375,2021-09-27
-16262.387135314755,2021-09-28
-4393.15261108405,2021-09-29
-22698.19482421875,2021-09-30
