account_value,date,daily_return
1103933.9514934847,2021-10-04,
1101095.8869793245,2021-10-05,-0.0025708644165899353
1095650.7679790803,2021-10-06,-0.004945181491125106
1114124.0938503572,2021-10-07,0.016860596835386543
1103929.3814968416,2021-10-08,-0.009150428044584547
1116071.8361568758,2021-10-11,0.010999303817396333
1102608.0623333284,2021-10-12,-0.01206353694033624
1097388.2498562166,2021-10-13,-0.0047340597764773396
1086391.9393856355,2021-10-14,-0.010020437590817832
1103737.2261654206,2021-10-15,0.015965956807074688
1114883.9141063998,2021-10-18,0.010099041399287412
1128342.5178493806,2021-10-19,0.01207175345584588
1123513.7123791047,2021-10-20,-0.004279556423593456
1139980.8879848786,2021-10-21,0.014656853249172874
1173393.4786907502,2021-10-22,0.029309781469173846
1184218.591910965,2021-10-25,0.009225475867049582
1163783.853969986,2021-10-26,-0.017255883399029837
1142955.8017040559,2021-10-27,-0.017896839000541176
1132452.1164104769,2021-10-28,-0.009189931297359788
1115071.985273392,2021-10-29,-0.01534734306663188
1108578.0034496614,2021-11-01,-0.005823822954478031
1111193.0939724275,2021-11-02,0.0023589594188486718
1096989.1751491854,2021-11-03,-0.0127825837834038
1093399.1948833773,2021-11-04,-0.0032725758349619882
1118362.3065899203,2021-11-05,0.02283073905976818
1130191.3004070588,2021-11-08,0.010577067688562591
1140597.3343487093,2021-11-09,0.009207320864974555
1138072.1966060945,2021-11-10,-0.0022138730878734636
1154276.130723221,2021-11-11,0.014238054637877307
1146234.899374039,2021-11-12,-0.006966471137321184
1157442.5394329377,2021-11-15,0.009777786442394465
1162877.4158275912,2021-11-16,0.004695590674692385
1149166.1082989045,2021-11-17,-0.01179084514159967
1141751.79620784,2021-11-18,-0.006451906332357593
1103060.409855301,2021-11-19,-0.033887738544442714
1110940.7780666659,2021-11-22,0.007144094866389672
1088163.3440075228,2021-11-23,-0.02050283373230921
1070470.4080990145,2021-11-24,-0.016259448552409572
1049544.0438640902,2021-11-26,-0.01954875545984147
1022324.437818558,2021-11-29,-0.02593469631376144
987397.4602306673,2021-11-30,-0.03416427925993637
993712.692441971,2021-12-01,0.0063958359887095195
966434.4396190951,2021-12-02,-0.027450844726398582
1006534.5290050814,2021-12-03,0.04149281911123848
1012625.0748867342,2021-12-06,0.006051005411283006
1046644.3619777986,2021-12-07,0.03359514585876666
1068092.5256252596,2021-12-08,0.020492312791836387
1067260.952662308,2021-12-09,-0.0007785589197573106
1076681.2001324007,2021-12-10,0.008826564343606513
1057985.5532696077,2021-12-13,-0.017364143499945972
1031693.267152054,2021-12-14,-0.024851271396192365
1035249.8590603182,2021-12-15,0.0034473346114607395
1043190.266648514,2021-12-16,0.007670039767407655
1024369.866648514,2021-12-17,-0.01804119593683018
999681.766648514,2021-12-20,-0.024100767509662724
1004367.066648514,2021-12-21,0.004686791493364595
1021498.3241192171,2021-12-22,0.017056769421829543
1042354.7225963899,2021-12-23,0.020417457361132874
1049369.8528316806,2021-12-27,0.00673007958156191
1040578.1910885165,2021-12-28,-0.008378039181743291
1046853.1233242343,2021-12-29,0.006030236160488478
1046836.6613247225,2021-12-30,-1.5725223667995003e-05
1043612.9070888826,2021-12-31,-0.003079519809480402
