account_value,date,daily_return
1096240.4242904664,2021-07-06,
1077937.803106018,2021-07-07,-0.0166958094035754
1061427.2284686281,2021-07-08,-0.015316815673237949
1080325.8049835206,2021-07-09,0.017804872541435035
1080750.5110528567,2021-07-12,0.000393127765139889
1105400.4639179078,2021-07-13,0.022808180623516305
1098345.847685608,2021-07-14,-0.0063819551941346475
1087882.994272217,2021-07-15,-0.009526009895187482
1103578.6123713686,2021-07-16,0.014427671157459132
1053896.6571788026,2021-07-19,-0.04501895436865111
1037260.019636078,2021-07-20,-0.015785833866538312
1084347.9440653992,2021-07-21,0.04539645174586204
1093539.120635254,2021-07-22,0.008476224462966808
1119867.725873047,2021-07-23,0.024076509693131243
1099710.5446042786,2021-07-26,-0.017999609063698907
1082542.3299147035,2021-07-27,-0.015611575949517675
1098086.8845522006,2021-07-28,0.014359304211893464
1088052.160754593,2021-07-29,-0.009138369594223539
1093891.7733789522,2021-07-30,0.00536703370940339
1086411.718009018,2021-08-02,-0.006838021413058781
1077585.434783539,2021-08-03,-0.008124252600712256
1068380.8541560976,2021-08-04,-0.00854185694268439
1070613.3079692689,2021-08-05,0.0020895674089318472
1082422.9362598574,2021-08-06,0.011030713146083393
1081285.2685931702,2021-08-09,-0.0010510380264281416
1083688.3748865358,2021-08-10,0.0022224535588950545
1075564.2226343385,2021-08-11,-0.007496760545251613
1079108.1133890382,2021-08-12,0.003294913200087457
1066992.5530394898,2021-08-13,-0.011227383242906397
1046317.1979323732,2021-08-16,-0.019377225312603885
1046239.4111174928,2021-08-17,-7.434343527379372e-05
1040433.7307113039,2021-08-18,-0.005549093586512788
1017384.7992165681,2021-08-19,-0.022153195166959905
1009107.7088714753,2021-08-20,-0.008135653640064744
1024219.3666630402,2021-08-23,0.014975267415670457
1020257.0483800203,2021-08-24,-0.0038686226915718436
1028374.1102256014,2021-08-25,0.007955898818311935
1054353.7669638826,2021-08-26,0.025262845962333635
1050415.5579795076,2021-08-27,-0.00373518747480317
1068118.870441025,2021-08-30,0.016853627430623686
1042325.7542662203,2021-08-31,-0.024148170104095867
1056311.523220688,2021-09-01,0.013417848400295584
1048103.5981941072,2021-09-02,-0.007770363994094254
1021212.0741203157,2021-09-03,-0.025657314906776252
1009611.6187775423,2021-09-07,-0.011359496853546536
1011535.9361847688,2021-09-08,0.0019059976840960502
1009032.4389777986,2021-09-09,-0.0024749463834302654
1023342.2173194734,2021-09-10,0.014181683153984048
1020184.5837329866,2021-09-13,-0.0030856086390708137
1032462.2101619875,2021-09-14,0.012034710801133164
1016153.513192383,2021-09-15,-0.01579592629065396
1035310.5225902712,2021-09-16,0.018852475683230008
1025616.970310608,2021-09-17,-0.009362941907912425
1011843.5215160524,2021-09-20,-0.013429427547775763
1027956.3548183595,2021-09-21,0.015924234290856543
1051503.6566451113,2021-09-22,0.022906908174046503
1076018.0193169862,2021-09-23,0.02331362569873474
1100645.9900802155,2021-09-24,0.022888065367959287
1127942.409452774,2021-09-27,0.024800362349540972
1114103.8159469147,2021-09-28,-0.012268883047471535
1097841.4288116,2021-09-29,-0.014596832810856886
1093448.276200516,2021-09-30,-0.004001627644749761
1070750.0813762972,2021-10-01,-0.020758361706042283
