account_rewards,date
129.4022445678711,2021-04-06
-138.74102325434797,2021-04-07
408.3210983276367,2021-04-08
-394.82588348386344,2021-04-09
-369.7217269897228,2021-04-12
-458.65829620359,2021-04-13
1175.4168640136486,2021-04-14
1745.2587661743164,2021-04-15
-482.97484588623047,2021-04-16
-1994.9147277831798,2021-04-19
-3545.728385925293,2021-04-20
4269.608789062477,2021-04-21
-7853.775250244187,2021-04-22
7349.859672546387,2021-04-23
5835.310844421387,2021-04-26
-47.07683563232422,2021-04-27
5373.954827880836,2021-04-28
-465.38500061037485,2021-04-29
1865.6214447021484,2021-04-30
-235.46022033691406,2021-05-03
803.5507186889881,2021-05-04
4362.525085449219,2021-05-05
-2890.6860000609886,2021-05-06
9920.437535095261,2021-05-07
-8240.958215332008,2021-05-10
-4539.660282897996,2021-05-11
-6252.465408325195,2021-05-12
8328.74703674321,2021-05-13
4798.471620178199,2021-05-14
914.2876754760509,2021-05-17
-16414.715187072754,2021-05-18
10864.773468017578,2021-05-19
4043.4389007568825,2021-05-20
3384.3300003050826,2021-05-21
4779.266316223191,2021-05-24
-3291.9201843261253,2021-05-25
6718.154641723493,2021-05-26
1047.9973617554642,2021-05-27
8758.974000549177,2021-05-28
8383.773414611816,2021-06-01
-3829.4935317991767,2021-06-02
5527.662762450986,2021-06-03
2692.52099609375,2021-06-04
-3404.58179931622,2021-06-07
1828.5304794311523,2021-06-08
-430.5803451538086,2021-06-09
-10262.483575439546,2021-06-10
6223.71464843757,2021-06-11
-1829.480842590332,2021-06-14
9233.63751831057,2021-06-15
952.4344512938987,2021-06-16
-37820.619216918945,2021-06-17
7298.155879211496,2021-06-18
18019.972224426223,2021-06-21
8838.661357116769,2021-06-22
11351.490164184477,2021-06-23
7906.2905212403275,2021-06-24
969.1443801878486,2021-06-25
-18011.789978027344,2021-06-28
-11236.619256591657,2021-06-29
11878.611384582473,2021-06-30
12693.453921508742,2021-07-01
